id,name,url,media_type,frequency,range_type,prefecture_en,content_type,status,url_status,fb,x,youtube,owner,source_name
1f0ac9f610edeab6f277651cad8f6df2562a20db,ΤΟΛΜΗ ΤΗΣ ΘΡΑΚΗΣ,https://xanthi2.gr/,newspaper,weekly,regional,Xanthi,news,operating,ok,https://www.facebook.com/xanthi2.gr/,https://twitter.com/Xanthi2gr,https://www.youtube.com/channel/UC2NZ_f4pJFR2m_rW2H_NFug,ΤΟΛΜΗ ΤΗΣ ΘΡΑΚΗΣ,mt_press
d22692fe4ba3868121cf35a7f6fb923e4dc49d53,Πολίτης,https://www.politischios.gr/,newspaper,weekly,regional,Chios,news,operating,ok,https://www.facebook.com/Politischios.gr,https://x.com/politischios,https://www.youtube.com/user/PolitisDigital,ΠΟΛΙΤΗΣ,mt_press
2f7c8a7a2bfc54580718acdac6a44c1bbea706f6,ΕΝ ΔΗΜΩ Χαλανδρίου,https://www.chalandri.gr/%CE%B4%CE%B7%CE%BC%CE%BF%CF%84%CE%B9%CE%BA%CE%AE-%CE%B5%CE%BD%CE%B7%CE%BC%CE%AD%CF%81%CF%89%CF%83%CE%B7/,newspaper,unknown,regional,Attica,news,operating,ok,https://www.facebook.com/p/%CE%95%CE%9D-%CE%94%CE%97%CE%9C%CE%A9-%CE%A7%CE%B1%CE%BB%CE%B1%CE%BD%CE%B4%CF%81%CE%AF%CE%BF%CF%85-100028131895162/,,,PALCO COMMEDIA-ΠΑΛΚΟ ΚΟΜΜΕΝΤΙΑ ΑΜΚΕ,mt_press
790bd14cae956da0ddcd047e48e8d25d31dc80ba,ΧΙΑΚΟΣ ΛΑΟΣ,https://www.xiakoslaos.gr/,newspaper,weekly,regional,Chios,news,operating,ok,https://www.facebook.com/xiakoslaos/,https://twitter.com/xiakoslaos,https://www.youtube.com/channel/UCvw3XIKyEMbfDOoaADF4v-g,Χιακός Λαός,mt_press
601a7958f1b5e04d2b4e9e9e3c9fa98cedaa4166,ΑΠΟΨΗ ΤΟΥ ΝΟΤΟΥ,https://www.apopsilive.gr/,newspaper,weekly,regional,Iraklio,news,operating,ok,https://www.facebook.com/ApopsiLivegr-620053638146800,https://twitter.com/ApopsiLive,,ΜΑΘΙΟΥΔΑΚΗΣ ΜΕΝΤΙΑ ΑΕ,mt_press
c1d5780525cf99a4fd7f20fd5aa250045608ce93,"εφημερίδα ""ΔΙΑΛΟΓΟΣ""",https://www.trikalaonline.gr/,newspaper,weekly,regional,Trikala,news,operating,ok,https://www.trikalaonline.gr/,,,ΨΗΦΙΔΑ ΜΟΝ. ΙΚΕ,mt_press
c643dca34c191cae21be2f982d1f151fd88e34f2,ΤΥΠΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,https://www.typosthes.gr/,newspaper,daily,regional,Thessaloniki,news,operating,ok,https://www.facebook.com/TyposThessalonikis,https://x.com/typosthes,https://www.youtube.com/channel/UC2bNfD28RJ9hFxJv0oCb16g,,mt_press
80b70ba0858f95361743d8bd5b25d681b104aaf8,Η ΑΥΓΗ,https://www.avgi.gr/,newspaper,weekly,regional,Attica,news,operating,ok,https://www.facebook.com/AvgiOnline,https://x.com/AvgiOnline,https://www.youtube.com/user/havgi,Η ΑΥΓΗ ΑΕ,mt_press
25e84ad7ce34e252c00eb0c0f20d69c38b2f1c23,ΚΑΘΗΜΕΡΙΝΗ ΤΗΣ ΚΥΡΙΑΚΗΣ,https://www.kathimerini.gr/,newspaper,unknown,national,Attica,news,operating,ok,https://www.facebook.com/kathimerinigr,https://twitter.com/kathimerini_gr,https://www.youtube.com/c/kathimerini,Η ΚΑΘΗΜΕΡΙΝΗ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,mt_press
f9aa8ccc1f91fd7223f4fcb97505e657ea31b927,Η ΚΑΘΗΜΕΡΙΝΗ,https://www.kathimerini.gr/,newspaper,daily,national,Attica,news,operating,ok,https://www.facebook.com/kathimerinigr,https://x.com/kathimerini_gr,https://www.youtube.com/c/kathimerini,Η ΚΑΘΗΜΕΡΙΝΗ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,mt_press
67a4ef07020650afb589432a01cf8b85e09f7017,ΕΡΜΗΣ ΚΟΖΑΝΗΣ,https://www.media-news.gr/,newspaper,weekly,regional,Grevena,news,operating,ok,https://www.facebook.com/medianews.gr/,,https://www.facebook.com/medianews.gr/,ΠΡΩΙΝΗ,mt_press
14aec894df0e815aaf13446d33936bdd4ab457cf,Η ΠΡΟΟΔΟΣ,https://www.eproodos.gr/,newspaper,daily,regional,Serres,news,operating,ok,https://www.facebook.com/proodosserrwn,http://twitter.com/HProodos,https://www.youtube.com/channel/UC8PseMB0qYIqbYax565yjcA,Η ΠΡΟΟΔΟΣ,mt_press
6da968fc22c1a338550b236abebf21331895b4a9,TODAY FREE PRESS,https://todaypress.gr/,newspaper,weekly,regional,Attica,news,operating,ok,https://www.facebook.com/todaypressgr/,https://x.com/TodayPressGr1,,AG MEDIA M.IKE,mt_press
0ee3328c0c5e249b4e6f6e577451b1dfe039a416,ΕΦΗΜΕΡΙΔΑ ΠΡΩΙΝΟΣ ΛΟΓΟΣ,https://proinoslogosnews.gr,newspaper,daily,regional,Trikala,news,operating,ok,https://www.facebook.com/proinoslogosnews/,,,ΠΡΩΙΝΟΣ ΛΟΓΟΣ,mt_press
f48b4674ff5564dd5a4070638ef6a0165aec7a0f,ΕΦΗΜΕΡΙΔΑ ΟΛΥΜΠΙΟ ΒΗΜΑ,https://olympiobima.gr/,newspaper,daily,regional,Pieria,news,operating,ok,https://www.facebook.com/olympiobima,https://twitter.com/olympiobima,https://www.youtube.com/@Olympio-Bima,,mt_press
6807e0cd979be965ceac8f344420f0dfc3b5059a,ΝΕΑ ΤΗΣ ΠΕΛΛΑΣ,https://neapellas.gr/,newspaper,daily,regional,Pella,news,operating,ok,https://www.facebook.com/p/%CE%9D%CE%AD%CE%B1-%CF%84%CE%B7%CF%82-%CE%A0%CE%AD%CE%BB%CE%BB%CE%B1%CF%82-100063652447979/,,https://www.youtube.com/@NEAPELLAS-TV?app=desktop,ΑΜΚΕ ΕΝΗΜΕΡΩΣΗ ΜΑΚΕΔΟΝΙΑΣ,mt_press
4564aad01e02c083a832805a2b73df4dec5dc4dd,ΦΩΝΗ ΤΗΣ ΦΛΩΡΙΝΗΣ,https://florinapress.gr/,newspaper,weekly,regional,Florina,news,operating,ok,,,,ΦΩΝΗ ΤΗΣ ΦΛΩΡΙΝΗΣ,mt_press
ac191bdfb782c2f8201213713bb16271d1f2acf2,ΣΑΜΙΑΚΟΝ ΒΗΜΑ,https://www.samiakonvima.gr/,newspaper,weekly,regional,Samos,news,operating,ok,https://www.facebook.com/100063650675111/about/,,,ΣΑΜΙΑΚΟΝ ΒΗΜΑ,mt_press
ee872ba06c54f3873b6be3abaff1ca217176ea68,ΑΝΑΤΟΛΗ της ΚΥΡΙΑΚΗΣ,https://www.anatolh.com/,newspaper,weekly,regional,Lasithi,news,operating,ok,https://www.facebook.com/p/anatolhcom-100059272937544,https://x.com/anatolhcom,https://www.youtube.com/@anatolhcom,ΑΝΑΤΟΛΗ,mt_press
